Sequence,Time,File,RangeOffset,RangeLength,Text,Language,Type
2019,2935497,"dev/ABC424d.py",7921,0," ",python,content
2020,2935664,"dev/ABC424d.py",7922,0,"=",python,content
2021,2935709,"dev/ABC424d.py",7923,0,"~",python,content
2022,2935965,"dev/ABC424d.py",7923,1,"",python,content
2023,2936113,"dev/ABC424d.py",7922,1,"",python,content
2024,2936261,"dev/ABC424d.py",7921,1,"",python,content
2025,2936417,"dev/ABC424d.py",7920,1,"",python,content
2026,2936618,"dev/ABC424d.py",7917,3,"",python,content
2027,2937065,"dev/ABC424d.py",7917,0,"c",python,content
2028,2937168,"dev/ABC424d.py",7918,0,"a",python,content
2029,2937273,"dev/ABC424d.py",7919,0,"n",python,content
2030,2937482,"dev/ABC424d.py",7920,0,"d",python,content
2031,2937649,"dev/ABC424d.py",7921,0," ",python,content
2032,2937813,"dev/ABC424d.py",7922,0,"~",python,content
2033,2938032,"dev/ABC424d.py",7923,0," ",python,content
2034,2938136,"dev/ABC424d.py",7924,0,"[]",python,content
2035,2938477,"dev/ABC424d.py",7924,2,"",python,content
2036,2938665,"dev/ABC424d.py",7923,1,"",python,content
2037,2938810,"dev/ABC424d.py",7922,1,"",python,content
2038,2939113,"dev/ABC424d.py",7922,0,"=",python,content
2039,2939665,"dev/ABC424d.py",7923,0," ",python,content
2040,2939922,"dev/ABC424d.py",7924,0,"[]",python,content
2041,2948161,"dev/ABC424d.py",7913,14,"",python,content
2042,2955182,"dev/ABC424d.py",7869,0,"\n                ",python,content
2043,2959145,"dev/ABC424d.py",7886,1,"                for k,l in LRUD+LURULDRD:\n                    flag[i+k,j+l] = True",python,content
2044,2959619,"dev/ABC424d.py",7886,82,"\n",python,content
2045,2961600,"dev/ABC424d.py",7830,56,"                for k,l in LRUD+LURULDRD:\n                    flag[i+k,j+l] = True",python,content
2046,2961918,"dev/ABC424d.py",7830,82,"                candidate.append((i,j))\n                ",python,content
2047,2962817,"dev/ABC424d.py",7870,16,"                for k,l in LRUD+LURULDRD:\n                    flag[i+k,j+l] = True",python,content
2048,2968280,"dev/ABC424d.py",7948,4,"",python,content
2049,2968454,"dev/ABC424d.py",7946,2,"",python,content
2050,2968654,"dev/ABC424d.py",7945,1,"",python,content
2051,2970266,"dev/ABC424d.py",7932,0,"i",python,content
2052,2970369,"dev/ABC424d.py",7933,0,"f",python,content
2053,2970473,"dev/ABC424d.py",7934,0," ",python,content
2054,2972878,"dev/ABC424d.py",7948,0," ",python,content
2055,2973030,"dev/ABC424d.py",7949,0,"=",python,content
2056,2973191,"dev/ABC424d.py",7950,0," ",python,content
2057,2973590,"dev/ABC424d.py",7951,0,"F",python,content
2058,2973990,"dev/ABC424d.py",7952,0,"a",python,content
2059,2974111,"dev/ABC424d.py",7953,0,"l",python,content
2060,2974212,"dev/ABC424d.py",7954,0,"s",python,content
2061,2974334,"dev/ABC424d.py",7955,0,"e",python,content
2062,2978438,"dev/ABC424d.py",7949,0,"=",python,content
2063,2979616,"dev/ABC424d.py",7957,0,":",python,content
2064,2979667,"dev/ABC424d.py",7958,0,"\n                        ",python,content
2065,2986603,"dev/ABC424d.py",7959,24,"",python,content
2065,2986603,"dev/ABC424d.py",7959,24,"",python,content
2065,2986603,"dev/ABC424d.py",7959,24,"",python,content
2066,2986603,"dev/ABC424d.py",7869,42,"",python,content
2067,2986603,"dev/ABC424d.py",7830,0,"                for k,l in LRUD+LURULDRD:\n",python,content
2068,2986756,"dev/ABC424d.py",7911,47,"",python,content
2068,2986756,"dev/ABC424d.py",7911,47,"",python,content
2069,2986757,"dev/ABC424d.py",7872,0,"                    if flag[i+k,j+l] == False:\n",python,content
2070,2990081,"dev/ABC424d.py",7830,0,"\n",python,content
2071,2990559,"dev/ABC424d.py",7830,0,"                ",python,content
2072,2990998,"dev/ABC424d.py",7846,0,"c",python,content
2073,2991227,"dev/ABC424d.py",7847,0," ",python,content
2074,2991380,"dev/ABC424d.py",7848,0,"=",python,content
2075,2991972,"dev/ABC424d.py",7849,0," ",python,content
2076,2992085,"dev/ABC424d.py",7850,0,"0",python,content
2077,2995250,"dev/ABC424d.py",7940,0,"\n                        ",python,content
2078,2995453,"dev/ABC424d.py",7965,0,"c",python,content
2079,2995864,"dev/ABC424d.py",7966,0,"+",python,content
2080,2995966,"dev/ABC424d.py",7967,0,"=",python,content
2081,2996120,"dev/ABC424d.py",7968,0,"1",python,content
2082,2997124,"dev/ABC424d.py",7970,0,"    ",python,content
2083,2997767,"dev/ABC424d.py",7974,0,"    ",python,content
2084,3001734,"dev/ABC424d.py",8016,0,",",python,content
2085,3002505,"dev/ABC424d.py",8017,0,"c",python,content
2086,3004785,"dev/ABC424d.py",8018,0,")",python,content
2086,3004785,"dev/ABC424d.py",8018,0,")",python,content
2087,3004785,"dev/ABC424d.py",8011,0,"(",python,content
2088,3007444,"dev/ABC424d.py",7990,4,"",python,content
2089,3007600,"dev/ABC424d.py",7986,4,"",python,content
2090,3015710,"dev/ABC424d.py",8010,1,"",python,content
2091,3015909,"dev/ABC424d.py",8009,1,"",python,content
2092,3017509,"dev/ABC424d.py",8003,0,"c",python,content
2093,3018586,"dev/ABC424d.py",8004,0,",",python,content
2094,3019883,"dev/ABC424d.py",8004,1,"",python,content
2095,3020037,"dev/ABC424d.py",8003,1,"",python,content
2096,3020576,"dev/ABC424d.py",8004,0,"c",python,content
2097,3020704,"dev/ABC424d.py",8005,0,",",python,content
2098,3023636,"dev/ABC424d.py",8013,1,"",python,content
2099,3028244,"dev/ABC424d.py",8075,0," ",python,content
2100,3030345,"dev/ABC424d.py",8056,0,"\n                ",python,content
2101,3030687,"dev/ABC424d.py",8057,16,"",python,content
2102,3031322,"dev/ABC424d.py",8057,0,"    ",python,content
2103,3031614,"dev/ABC424d.py",8061,0,"c",python,content
2104,3031821,"dev/ABC424d.py",8062,0,"a",python,content
2105,3032013,"dev/ABC424d.py",8063,0,"n",python,content
2106,3032371,"dev/ABC424d.py",8061,3,"candidate",python,content
2107,3032870,"dev/ABC424d.py",8070,0,".",python,content
2108,3033150,"dev/ABC424d.py",8071,0,"s",python,content
2109,3033230,"dev/ABC424d.py",8072,0,"o",python,content
2110,3033339,"dev/ABC424d.py",8073,0,"r",python,content
2111,3033502,"dev/ABC424d.py",8074,0,"t",python,content
2112,3033680,"dev/ABC424d.py",8075,0,"()",python,content
2113,3037153,"dev/ABC424d.py",8076,0,"r",python,content
2114,3037219,"dev/ABC424d.py",8077,0,"e",python,content
2115,3037377,"dev/ABC424d.py",8078,0,"v",python,content
2116,3037446,"dev/ABC424d.py",8079,0,"e",python,content
2117,3037957,"dev/ABC424d.py",8076,4,"reverse=",python,content
2118,3038261,"dev/ABC424d.py",8084,0,"T",python,content
2119,3038414,"dev/ABC424d.py",8085,0,"r",python,content
2120,3038522,"dev/ABC424d.py",8086,0,"u",python,content
2121,3038603,"dev/ABC424d.py",8087,0,"e",python,content
2122,3043096,"dev/ABC424d.py",8084,4,"",python,content
2123,3043307,"dev/ABC424d.py",8083,1,"",python,content
2124,3045314,"dev/ABC424d.py",8076,7,"",python,content
2125,3094082,"dev/ABC424d.py",8143,0,"\n        ",python,content
2126,3094678,"dev/ABC424d.py",8143,0,"f",python,content
2127,3094740,"dev/ABC424d.py",8144,0,"o",python,content
2128,3094876,"dev/ABC424d.py",8145,0,"r",python,content
2129,3094978,"dev/ABC424d.py",8146,0," ",python,content
2130,3095142,"dev/ABC424d.py",8147,0,"k",python,content
2131,3095229,"dev/ABC424d.py",8148,0," ",python,content
2132,3095650,"dev/ABC424d.py",8148,1,"",python,content
2133,3095950,"dev/ABC424d.py",8148,0,",",python,content
2134,3096388,"dev/ABC424d.py",8149,0,"l",python,content
2135,3097183,"dev/ABC424d.py",8150,0," ",python,content
2136,3097280,"dev/ABC424d.py",8151,0,"i",python,content
2137,3097382,"dev/ABC424d.py",8152,0,"n",python,content
2138,3097650,"dev/ABC424d.py",8153,0," ",python,content
2139,3097994,"dev/ABC424d.py",8154,0,"L",python,content
2140,3098302,"dev/ABC424d.py",8155,0,"R",python,content
2141,3098510,"dev/ABC424d.py",8156,0,"U",python,content
2142,3098866,"dev/ABC424d.py",8157,0,"D",python,content
2143,3099185,"dev/ABC424d.py",8158,0,"+",python,content
2144,3099777,"dev/ABC424d.py",8159,0,"L",python,content
2145,3099954,"dev/ABC424d.py",8160,0,"U",python,content
2146,3100469,"dev/ABC424d.py",8159,2,"LURULDRD",python,content
2147,3102271,"dev/ABC424d.py",8167,0,":",python,content
2148,3102374,"dev/ABC424d.py",8168,0,"\n            ",python,content
2149,3103028,"dev/ABC424d.py",8181,9,"",python,content
2150,3105362,"dev/ABC424d.py",8186,6,"",python,content
2151,3106445,"dev/ABC424d.py",8186,0,"t",python,content
2152,3106508,"dev/ABC424d.py",8187,0,"a",python,content
2153,3106644,"dev/ABC424d.py",8188,0,"r",python,content
2154,3106851,"dev/ABC424d.py",8189,0,"g",python,content
2155,3107050,"dev/ABC424d.py",8190,0,"e",python,content
2156,3107686,"dev/ABC424d.py",8191,0,"t",python,content
2157,3107850,"dev/ABC424d.py",8192,0,"[]",python,content
2158,3108100,"dev/ABC424d.py",8193,0,"0",python,content
2159,3108710,"dev/ABC424d.py",8195,0,"+",python,content
2160,3110331,"dev/ABC424d.py",8196,0,"k",python,content
2161,3110802,"dev/ABC424d.py",8197,0,",",python,content
2162,3113930,"dev/ABC424d.py",8198,0,"t",python,content
2163,3114070,"dev/ABC424d.py",8199,0,"a",python,content
2164,3114192,"dev/ABC424d.py",8200,0,"r",python,content
2165,3114325,"dev/ABC424d.py",8201,0,"g",python,content
2166,3114754,"dev/ABC424d.py",8198,4,"target",python,content
2167,3114932,"dev/ABC424d.py",8204,0,"[]",python,content
2168,3115941,"dev/ABC424d.py",8205,0,"1",python,content
2169,3116765,"dev/ABC424d.py",8207,0,"+",python,content
2170,3117457,"dev/ABC424d.py",8208,0,"l",python,content
2171,3121301,"dev/ABC424d.py",8213,4,"",python,content
2172,3121454,"dev/ABC424d.py",8211,2,"",python,content
2173,3121832,"dev/ABC424d.py",8210,1,"",python,content
2174,3126375,"dev/ABC424d.py",8210,0," ",python,content
2175,3126538,"dev/ABC424d.py",8211,0,"=",python,content
2176,3126721,"dev/ABC424d.py",8212,0," ",python,content
2177,3127645,"dev/ABC424d.py",8211,2,"",python,content
2178,3129414,"dev/ABC424d.py",8210,1,"",python,content
2179,3136886,"dev/ABC424d.py",8210,0," ",python,content
2180,3137256,"dev/ABC424d.py",8211,0,"=",python,content
2181,3137450,"dev/ABC424d.py",8212,0," ",python,content
2182,3138171,"dev/ABC424d.py",8213,0,"f",python,content
2183,3138356,"dev/ABC424d.py",8214,0,"a",python,content
2183,3138356,"dev/ABC424d.py",8214,0,"a",python,content
2184,3138357,"dev/ABC424d.py",8215,0,"l",python,content
2185,3138596,"dev/ABC424d.py",8216,0,"s",python,content
2186,3138755,"dev/ABC424d.py",8217,0,"e",python,content
2187,3139454,"dev/ABC424d.py",8213,5,"False",python,content
2188,3147692,"dev/ABC424d.py",8181,0,"i",python,content
2189,3147790,"dev/ABC424d.py",8182,0,"f",python,content
2190,3147965,"dev/ABC424d.py",8183,0," ",python,content
2191,3150837,"dev/ABC424d.py",8215,0,"=",python,content
2192,3158048,"dev/ABC424d.py",8222,0,":",python,content
2193,3158120,"dev/ABC424d.py",8223,0,"\n                ",python,content
2194,3158358,"dev/ABC424d.py",8240,0,"c",python,content
2195,3158455,"dev/ABC424d.py",8241,0,"o",python,content
2196,3158546,"dev/ABC424d.py",8242,0,"u",python,content
2197,3158650,"dev/ABC424d.py",8243,0,"n",python,content
2198,3158710,"dev/ABC424d.py",8244,0,"t",python,content
2199,3158976,"dev/ABC424d.py",8245,0,"+",python,content
2200,3159035,"dev/ABC424d.py",8246,0,"=",python,content
2201,3159196,"dev/ABC424d.py",8247,0,"1",python,content
2202,3159851,"dev/ABC424d.py",8248,0,"\n                ",python,content
2203,3163834,"dev/ABC424d.py",8265,0,"v",python,content
2204,3164374,"dev/ABC424d.py",8265,1,"",python,content
2205,3164526,"dev/ABC424d.py",8265,0,"flag[target[0]+k,target[1]+l]",python,content
2206,3167732,"dev/ABC424d.py",8294,0,"=",python,content
2207,3168589,"dev/ABC424d.py",8295,0,"T",python,content
2208,3168742,"dev/ABC424d.py",8296,0,"r",python,content
2209,3168866,"dev/ABC424d.py",8297,0,"u",python,content
2210,3168989,"dev/ABC424d.py",8298,0,"e",python,content
2211,3190873,"dev/ABC424d.py",9036,0,",",python,content
2212,3191481,"dev/ABC424d.py",9037,0,"()",python,content
2213,3191784,"dev/ABC424d.py",9038,0,"9",python,content
2214,3191938,"dev/ABC424d.py",9039,0,",",python,content
2215,3192045,"dev/ABC424d.py",9040,0,"9",python,content
2216,3192373,"dev/ABC424d.py",9040,1,"",python,content
2217,3192557,"dev/ABC424d.py",9039,1,"",python,content
2218,3192715,"dev/ABC424d.py",9038,1,"",python,content
2219,3192865,"dev/ABC424d.py",9038,0,"0",python,content
2220,3192933,"dev/ABC424d.py",9039,0,".",python,content
2221,3193042,"dev/ABC424d.py",9040,0,"0",python,content
2222,3193741,"dev/ABC424d.py",9040,1,"",python,content
2223,3193899,"dev/ABC424d.py",9039,1,"",python,content
2224,3194000,"dev/ABC424d.py",9039,0,",",python,content
2225,3194072,"dev/ABC424d.py",9040,0,"0",python,content
2226,3201622,"dev/ABC424d.py",8300,8,"",python,content
2227,3202040,"dev/ABC424d.py",8300,0,"    ",python,content
2228,3202687,"dev/ABC424d.py",8304,0,"p",python,content
2229,3203234,"dev/ABC424d.py",8305,0,"r",python,content
2230,3203336,"dev/ABC424d.py",8306,0,"i",python,content
2231,3203412,"dev/ABC424d.py",8307,0,"n",python,content
2232,3203443,"dev/ABC424d.py",8308,0,"t",python,content
2233,3203685,"dev/ABC424d.py",8309,0,"e",python,content
2234,3203887,"dev/ABC424d.py",8310,0,"()",python,content
2235,3205956,"dev/ABC424d.py",8311,0,"c",python,content
2236,3206059,"dev/ABC424d.py",8312,0,"o",python,content
2237,3206121,"dev/ABC424d.py",8313,0,"u",python,content
2238,3206217,"dev/ABC424d.py",8314,0,"n",python,content
2238,3206217,"dev/ABC424d.py",8314,0,"n",python,content
2239,3206218,"dev/ABC424d.py",8315,0,"t",python,content
2240,3211949,"dev/ABC424d.py",8311,5,"",python,content
2241,3225455,"dev/ABC424d.py",8077,0,"\n    ",python,content
2242,3225656,"dev/ABC424d.py",8082,0,"r",python,content
2243,3225724,"dev/ABC424d.py",8083,0,"e",python,content
2244,3225909,"dev/ABC424d.py",8084,0,"s",python,content
2245,3225977,"dev/ABC424d.py",8085,0,"u",python,content
2246,3226021,"dev/ABC424d.py",8086,0,"l",python,content
2247,3226111,"dev/ABC424d.py",8087,0,"t",python,content
2248,3226281,"dev/ABC424d.py",8088,0," ",python,content
2249,3227219,"dev/ABC424d.py",8089,0,"=",python,content
2250,3227439,"dev/ABC424d.py",8090,0," ",python,content
2251,3227775,"dev/ABC424d.py",8091,0,"c",python,content
2252,3227936,"dev/ABC424d.py",8092,0,"n",python,content
2253,3227983,"dev/ABC424d.py",8093,0,"a",python,content
2254,3228169,"dev/ABC424d.py",8094,0,"d",python,content
2255,3228267,"dev/ABC424d.py",8095,0,"i",python,content
2256,3228840,"dev/ABC424d.py",8091,5,"candidate",python,content
2257,3230460,"dev/ABC424d.py",8100,0,")",python,content
2257,3230460,"dev/ABC424d.py",8100,0,")",python,content
2258,3230460,"dev/ABC424d.py",8091,0,"(",python,content
2259,3231329,"dev/ABC424d.py",8091,0,"l",python,content
2260,3231422,"dev/ABC424d.py",8092,0,"e",python,content
2261,3231584,"dev/ABC424d.py",8093,0,"n",python,content
2262,3238836,"dev/ABC424d.py",8339,0,"r",python,content
2263,3238864,"dev/ABC424d.py",8340,0,"e",python,content
2264,3239010,"dev/ABC424d.py",8341,0,"s",python,content
2265,3239112,"dev/ABC424d.py",8342,0,"u",python,content
2266,3239156,"dev/ABC424d.py",8343,0,"l",python,content
2267,3239250,"dev/ABC424d.py",8344,0,"t",python,content
2268,3239713,"dev/ABC424d.py",8345,0,"-",python,content
2269,3240514,"dev/ABC424d.py",8346,0,"l",python,content
2270,3240636,"dev/ABC424d.py",8347,0,"e",python,content
2271,3240739,"dev/ABC424d.py",8348,0,"n",python,content
2272,3241011,"dev/ABC424d.py",8349,0,"()",python,content
2273,3241858,"dev/ABC424d.py",8350,0,"c",python,content
2274,3242009,"dev/ABC424d.py",8351,0,"a",python,content
2275,3242093,"dev/ABC424d.py",8352,0,"n",python,content
2276,3242238,"dev/ABC424d.py",8353,0,"d",python,content
2277,3242528,"dev/ABC424d.py",8350,4,"candidate",python,content
2278,3255688,"dev/ABC424c.py",0,0,"# ABC424c\n# 2025-09-20 20:38:35\n\ndef main():\n    # 関数定義スペース\n\n    def func():\n        ...\n\n    ...    \n    # 入力スペース\n\n    N = splitN(input())\n    SKILL = []\n    for i in range(N):\n        a, b = splitA(input())\n        SKILL.append((a,b))\n    ...\n\n    # 処理スペース\n    stack = []\n    done = set()\n\n    req_skills = dict(lambda:[])\n    for i in range(N):\n        a,b = SKILL[i]\n        if a==0 and b == 0:\n            stack.append(i)\n            done.add(i)\n            continue\n        req_skills[a-1].append(i)\n        req_skills[b-1].append(i)\n\n    while stack:\n        t = stack.pop()\n        for i in req_skills[t]:\n            if i not in done:\n                stack.append(i)\n                done.add(i)\n    print(len(done))\n\n\n\n\n\n\n\n    ...\n\n\n\n# テストケース中枢処理\ndef case():\n    TESTCASE = 1\n    # TESTCASE = int(input()) # テストケース数の指定\n    for _ in range(TESTCASE):\n        try:\n            main()\n        except solvedException:\n            continue\n        # raise unSolvedExeption\n\n\n# インポート\nimport sys, itertools, math, heapq\nfrom collections import defaultdict, deque\nfrom sortedcontainers import SortedSet, SortedList, SortedDict  # CPython?\n\n# 定数・環境設定\nsys.setrecursionlimit(10**8)\nsys.set_int_max_str_digits(0)\ndict = defaultdict\nUPPER_ALPHABET = ""ABCDEFGHIJKLMNOPQRSTUVWXYZ""\nLOWER_ALPHABET=""abcdefghijklmnopqrstuvwxyz""\nMOD = 998244353\nMAX = 10**18\nLRUD = [(0, 1), (0, -1), (1, 0), (-1, 0)]\nLURULDRD = [(-1, -1), (-1, 1), (1, -1), (1, 1)]\n\n# 各種関数定義(超圧縮)\n## 便利関数\ndef printe(*values,sep="" "",end=""\n""):print(*values,sep=sep,end=end); fin()\ndef prin(stop=False,sep="" "",end=""\n"",file=sys.stdout):return (lambda*values:printe(*values,sep=sep,end=end)) if stop else (lambda*values:print(*values,sep=sep,end=end,file=file))\ndef yes(f=True): printe(""Yes"") if (f) else None\ndef no(f=True): printe(""No"") if (f) else None\ndef debug(*values,sep="" "",end=""\n""): print(*values,sep=sep,end=end,file=sys.stderr)\ndef printYN(f:bool): yes() if f else no()\ndef fin(f=True): raise solvedException if f else None\n## 分割関数\ndef split(value:str|list,sep:str="" "",func:callable=str) -> list:\n    result = []\n    if type(value) == list:\n        for i in range(len(value)):\n            result.append(split(value[i],sep))\n        return result\n    else:\n        if sep in value:\n            for i in value.split(sep):\n                result.append(func(i))\n        else:\n            result.append(func(value))\n        return result\n## 入力受け取り用\ndef input():return(sys.stdin.readline()).rstrip() #入力定数倍\ndef splitS(value:str|list,sep:str="" "")->str:return split(value,sep)[0] #文字列・分割して最初\ndef splitN(value:str|list,sep:str="" "")->int:return split(value,sep,int)[0] # 整数・分割して最初\ndef splitB(value:str|list,sep:str="" "")->list:return list(split(value,sep)) # 文字列・分割してすべて\ndef splitA(value:str|list,sep:str="" "")->list:return list(split(value,sep,int)) # 整数・分割してすべて\n\n# 例外クラス\nclass solvedException(Exception): pass # 処理打ち切り例外\nclass unSolvedExeption(Exception): # 回答未出力例外\n    def __init__(description = ""解答が出力されていません。""): super().__init__(description)\n\n# 実行\nif __name__ == ""__main__"":\n    case()\n",python,tab
